Asignar a cada código del catálogo de artículos de especificaciones, los agrupadores correspondientes.
Los agrupadores están relacionados jerárquicamente entre sí en el siguiente 

orden: GrupoCont, GrupoMayor y GrupoMenor.

'Tabla ArtGrupoMayor'

GrupoCont	GrupoMayor	Descripcion
100	AUTO	AUTOMOVILES
100	MAMBA	MAMBA
100	PICKUP	PICKUPS
100	SUV	SUVS
100	TRACTO	TRACTOCAMION
200	AUTO	AUTOMOVILES
200	PICKUP	PICKUPS
200	SUV	SUVS
200	TRACTO	TRACTOCAMION
300	BLIND	BLINDAJES
305	MAQU	MAQUINADOS
305	P5-KIT-COR	P5 KIT DE CORTE
305	P5-MAQU	P5 MAQUINADOS
400	ACC BLIND	ACCESORIOS DE BLINDAJES
500	ACCE	ACCESORIOS VARIOS
500	ACEI	ACEITES, GRASAS Y LUBRICANTES
500	ACER	ACEROS
500	AFIN	AFINACION
500	CLIM	CLIMA Y CALEFACCION
500	COMB	SIST COMBUSTIBLE, ESCAPE Y EMISIONES
500	CORT	CORTE LASER Y DOBLEZ
500	CRIS	CRISTALES
500	CYC	COLISION Y CARROCERIA
500	DETA	DETALLADO
500	DIFE	DIFERENCIAL
500	DIRE	DIRECCION
500	ELEC	ELECTRICO
500	ENFR	SIST ENFRIAMIENTO
500	FERR	FERRETERIA
500	FREN	FRENOS
500	HERR	HERRAMIENTAS
500	KTPS	KITS TPS
500	LIMP	LIMPIEZA
500	LOGI	LOGISTICA
500	MAQU	MAQUINADOS
500	MOTO	MOTOR
500	PENDIENTE	POR DEFINIR GRUPO MAYOR
500	PINT	PINTURA
500	RUED	RUEDAS Y LLANTAS
500	SINI	SINIESTROS
500	SINT	SINTETICOS
500	SOLD	SOLDADURA
500	SUSP	SUSPENSION
500	TORN	TORNILLERIA
500	TOT TALLER	TRABAJO EN OTROS TALLERES PARA TALLERES
500	TRAN	TRANSMISION
500	VARI	VARIOS
505	P5-ACER	P5 PLACA DE ACERO
505	PENDIENTE	P5 POR DEFINIR GRUPO MAYOR
600	STOT	TOTS EN TALLER SERVICIO
600	TOT TALLER	TRABAJO EN OTROS TALLERES PARA TALLERES
601	TOT PLANTA	TRABAJOS EN OTROS TALLERES PARA PLANTAS
701	COMP	COMPONENTE DE ESPECIFICACION
800	PROY	PROYECTO ARQUITECTONICO
900	RENT	ARTÍCULO DE RENTAS

'Tabla ArtGrupoMenor'

GrupoCont	GrupoMayor	GrupoMenor	Descripcion
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	859                 	Llanta RF o flat over 19
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	860                 	Rodado Seguro
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	861                 	4 Run flat
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	862                 	5 Run flat
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	863                 	4 Flat over
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	864                 	5 Falt over
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	865                 	En rin 19 y 21 Flat over
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	866                 	En rin 19 llantas tipo run flat
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	867                 	En rin 20 llanta tipo run flat
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	868                 	En rin 20 cambio de rin, para flat over
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	869                 	En rin 21 falt over
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	870                 	Llantas tipo run flat
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	871                 	Rodado Seguro sujeto a Factibilidad
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	880                 	Llanta original
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	890                 	Gato hidraulico
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	891                 	Gato hidraulico original misma ubicación
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	892                 	Gato hidraulico 4 toneladas
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	893                 	Gato hidraulico 4 toneladas y original
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	894                 	Gato hidraulico 6 toneladas
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	895                 	Gato hidraulico 10 toneladas
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	896                 	Gato hidraulico 12 toneladas
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	900                 	Barra estabilizadora delantera
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	910                 	Barra estabilizadora trasera
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	911                 	Barra estabilizadora delantera
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	920                 	Amortiguadores delanteros
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	921                 	Bases de Amortiguadores delanteros
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	922                 	Amortiguadores
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	930                 	Amortiguadores traseros
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	931                 	Bolsa de aire base de metal
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	940                 	Resortes delanteros
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	942                 	Resortes
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	950                 	Resortes traseros
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	951                 	Muelles traseros
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	952                 	Soporte de bolsa de aire
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	953                 	Key lift
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	954                 	Aumento para muelle
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	955                 	Base de aumentos para piernas
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	956                 	Ensamble de rin artilleria y llanta R20
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	957                 	Key lifts ref en barra de torsion
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	958                 	2 Hojas de muelles extras
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	959                 	Muelles delanteros
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	960                 	Ensamble de rin artilleria y llanta R19.5
04	EQUIPO PERFORMANCE	4	11	EQUIPO PERFORMANCE	11	970                 	Suspensión













